SZ_FCT_BRAND,SZ_FCT_CATG_ID,SZ_FCT_SORT_ORDER_NUMBER,SZ_FCT_NUMBER_OF_DIM,DIMENSION,SZ_FCT_NAME,SZ_FCT_ALPH_ALT_CTG_ID,SZ_FCT_ALPH_ALT_CTG,SZ_FACET_WEB_NAME,SZ_DIM1_NAME,SZ_DIM2_NAME,SZ_VARIANT_SORT_ORDER,SZ_FACET_DESCRIPTION,SZ_FCT_VAL_NM,SZ_FCT_VAL_NM_2,COL_POS_NBR,DEPARTMENT_TAG_NAME,PRODUCT_TYPE_TAG_NAME,CATEGORY_GROUP_TAG_NAME
ON,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,XS,,0,Women,Accessories,Gloves
AT,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,S,,1,Women,Accessories,Gloves
BR,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,S,,1,Women,Accessories,Gloves
GAP,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,S,,1,Women,Accessories,Gloves
ON,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,S,,1,Women,Accessories,Gloves
AT,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,M,,2,Women,Accessories,Gloves
BR,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,M,,2,Women,Accessories,Gloves
GAP,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,M,,2,Women,Accessories,Gloves
ON,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,M,,2,Women,Accessories,Gloves
AT,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,L,,3,Women,Accessories,Gloves
BR,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,L,,3,Women,Accessories,Gloves
GAP,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,L,,3,Women,Accessories,Gloves
ON,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,L,,3,Women,Accessories,Gloves
AT,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,XL,,4,Women,Accessories,Gloves
BR,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,XL,,4,Women,Accessories,Gloves
GAP,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,XL,,4,Women,Accessories,Gloves
ON,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,XL,,4,Women,Accessories,Gloves
AT,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,"One Size",,5,Women,Accessories,Gloves
BR,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,"One Size",,5,Women,Accessories,Gloves
GAP,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,"One Size",,5,Women,Accessories,Gloves
ON,9,14,1,1,"Women's Gloves",,,Gloves,size,,1,Regular,"One Size",,5,Women,Accessories,Gloves
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXS,,0,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXS,,0,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXS,,0,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXS,,0,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XS,,1,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XS,,1,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XS,,1,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XS,,1,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,S,,2,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,S,,2,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,S,,2,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,S,,2,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,M,,3,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,M,,3,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,M,,3,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,M,,3,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,L,,4,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,L,,4,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,L,,4,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,L,,4,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XL,,5,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XL,,5,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XL,,5,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XL,,5,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXL,,6,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXL,,6,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXL,,6,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,XXL,,6,Women,Accessories,"Socks or Tights"
AT,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,"One Size",,7,Women,Accessories,"Socks or Tights"
BR,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,"One Size",,7,Women,Accessories,"Socks or Tights"
GAP,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,"One Size",,7,Women,Accessories,"Socks or Tights"
ON,10,11,1,1,"Women's Socks & Tights",,,"Socks & Tights",size,,1,Regular,"One Size",,7,Women,Accessories,"Socks or Tights"
AT,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XS,,0,Women,Accessories,Belts
BR,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XS,,0,Women,Accessories,Belts
GAP,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XS,,0,Women,Accessories,Belts
ON,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XS,,0,Women,Accessories,Belts
AT,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,S,,1,Women,Accessories,Belts
BR,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,S,,1,Women,Accessories,Belts
GAP,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,S,,1,Women,Accessories,Belts
ON,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,S,,1,Women,Accessories,Belts
AT,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,M,,2,Women,Accessories,Belts
BR,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,M,,2,Women,Accessories,Belts
GAP,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,M,,2,Women,Accessories,Belts
ON,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,M,,2,Women,Accessories,Belts
AT,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,L,,3,Women,Accessories,Belts
BR,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,L,,3,Women,Accessories,Belts
GAP,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,L,,3,Women,Accessories,Belts
ON,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,L,,3,Women,Accessories,Belts
AT,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XL,,4,Women,Accessories,Belts
BR,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XL,,4,Women,Accessories,Belts
GAP,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XL,,4,Women,Accessories,Belts
ON,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XL,,4,Women,Accessories,Belts
AT,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XXL,,5,Women,Accessories,Belts
BR,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XXL,,5,Women,Accessories,Belts
GAP,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XXL,,5,Women,Accessories,Belts
ON,11,12,1,1,"Women's Belts",,,Belts,size,,1,Regular,XXL,,5,Women,Accessories,Belts
AT,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XS,,0,Women,Accessories,Hats
BR,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XS,,0,Women,Accessories,Hats
GAP,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XS,,0,Women,Accessories,Hats
ON,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XS,,0,Women,Accessories,Hats
AT,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,S,,1,Women,Accessories,Hats
BR,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,S,,1,Women,Accessories,Hats
GAP,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,S,,1,Women,Accessories,Hats
ON,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,S,,1,Women,Accessories,Hats
AT,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,M,,2,Women,Accessories,Hats
BR,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,M,,2,Women,Accessories,Hats
GAP,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,M,,2,Women,Accessories,Hats
ON,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,M,,2,Women,Accessories,Hats
AT,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,L,,3,Women,Accessories,Hats
BR,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,L,,3,Women,Accessories,Hats
GAP,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,L,,3,Women,Accessories,Hats
ON,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,L,,3,Women,Accessories,Hats
AT,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XL,,4,Women,Accessories,Hats
BR,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XL,,4,Women,Accessories,Hats
GAP,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XL,,4,Women,Accessories,Hats
ON,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,XL,,4,Women,Accessories,Hats
AT,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,"One Size",,5,Women,Accessories,Hats
BR,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,"One Size",,5,Women,Accessories,Hats
GAP,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,"One Size",,5,Women,Accessories,Hats
ON,12,13,1,1,"Women's Hats",,,Hats,size,,1,Regular,"One Size",,5,Women,Accessories,Hats
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XXS,,0,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XXS,,0,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XXS,,0,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XS,,1,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XS,,1,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XS,,1,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,S,,2,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,S,,2,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,S,,2,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,M,,3,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,M,,3,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,M,,3,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,L,,4,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,L,,4,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,L,,4,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XL,,5,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XL,,5,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,1,Regular,XL,,5,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,1X,,0,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,1X,,0,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,1X,,0,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,2X,,1,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,2X,,1,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,2X,,1,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,3X,,2,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,3X,,2,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,3X,,2,Women,Apparel,"Swim Bottoms"
AT,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,4X,,3,Women,Apparel,"Swim Bottoms"
GAP,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,4X,,3,Women,Apparel,"Swim Bottoms"
ON,14,8,1,1,"Women's Swim Bottoms Alpha",,,"Swim Bottoms",size,,7,Plus,4X,,3,Women,Apparel,"Swim Bottoms"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XXS,,0,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XXS,,0,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XXS,,0,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XS,,1,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XS,,1,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XS,,1,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,S,,2,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,S,,2,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,S,,2,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,M,,3,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,M,,3,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,M,,3,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,L,,4,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,L,,4,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,L,,4,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XL,,5,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XL,,5,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XL,,5,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XXL,,6,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XXL,,6,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,XXL,,6,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,DCUP,,7,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,DCUP,,7,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,1,Regular,DCUP,,7,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,XS,,0,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,XS,,0,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,XS,,0,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,S,,1,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,S,,1,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,S,,1,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,M,,2,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,M,,2,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,M,,2,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,L,,3,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,L,,3,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,L,,3,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,XL,,4,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,XL,,4,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,3,Tall,XL,,4,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,1X,,0,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,1X,,0,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,1X,,0,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,2X,,1,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,2X,,1,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,2X,,1,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,3X,,2,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,3X,,2,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,3X,,2,Women,Apparel,"Swim Tops or One Pieces"
AT,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,4X,,3,Women,Apparel,"Swim Tops or One Pieces"
GAP,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,4X,,3,Women,Apparel,"Swim Tops or One Pieces"
ON,16,7,1,1,"Women's Swim Tops & One Pieces Alpha",,,"Swim Tops & One Pieces",size,,7,Plus,4X,,3,Women,Apparel,"Swim Tops or One Pieces"
AT,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XXS,,0,Women,Apparel,Outerwear
BR,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XXS,,0,Women,Apparel,Outerwear
GAP,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XXS,,0,Women,Apparel,Outerwear
ON,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XXS,,0,Women,Apparel,Outerwear
AT,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XS,,1,Women,Apparel,Outerwear
BR,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XS,,1,Women,Apparel,Outerwear
GAP,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XS,,1,Women,Apparel,Outerwear
ON,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,XS,,1,Women,Apparel,Outerwear
AT,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,S,,2,Women,Apparel,Outerwear
BR,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,S,,2,Women,Apparel,Outerwear
GAP,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,S,,2,Women,Apparel,Outerwear
ON,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,S,,2,Women,Apparel,Outerwear
AT,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,M,,3,Women,Apparel,Outerwear
BR,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,M,,3,Women,Apparel,Outerwear
GAP,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,M,,3,Women,Apparel,Outerwear
ON,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,M,,3,Women,Apparel,Outerwear
AT,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,L,,4,Women,Apparel,Outerwear
BR,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,L,,4,Women,Apparel,Outerwear
GAP,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,L,,4,Women,Apparel,Outerwear
ON,17,4,1,1,"Women's Outerwear Alpha",,,Outerwear,size,,1,Regular,L,,4,Women,Apparel,Outerwear
